Make,Model,Year,Sale Price,Final Price,Dealer Name,Dealer Location
Nissan,Altima,2016,73935.43,78989.49,TrueCar,New York
Ford,Focus,2021,30857.1,30009.96,TrueCar,Chicago
BMW,5 Series,2023,6019.45,6447.72,TrueCar,San Francisco
Mercedes,C-Class,2016,7456.25,5955.25,CarMax,Denver
Mercedes,E-Class,2017,28969.7,27028.72,TrueCar,Chicago
Chevrolet,Malibu,2017,31573.53,32441.7,AutoNation,Denver
Toyota,Rav4,2019,45566.17,45083.33,AutoNation,Denver
Honda,Pilot,2016,76725.63,82226.03,Local Dealer,Houston
Kia,Sorento,2019,6688.06,3714.64,AutoNation,Miami
Kia,Seltos,2017,56458.23,57088.02,Local Dealer,Denver
Audi,A3,2020,18278.21,16486.37,AutoNation,New York
Hyundai,Sonata,2022,18893.25,19557.59,TrueCar,Seattle
Chevrolet,Malibu,2021,14833.12,12393.46,Local Dealer,Dallas
Audi,A3,2020,8660.03,4873.92,Local Dealer,Miami
Hyundai,Tucson,2022,21639.84,18487.46,Local Dealer,Houston
BMW,X3,2023,53198.39,53784.88,Vroom,Houston
Kia,Sorento,2022,11390.42,12130.44,DriveTime,New York
Honda,Civic,2016,26749.75,24445.28,Vroom,New York
BMW,5 Series,2022,77685.04,79927.31,Local Dealer,Los Angeles
Kia,Sportage,2024,49118.53,51002.34,CarMax,New York
Mercedes,C-Class,2018,59067.48,63125.76,TrueCar,Chicago
Mercedes,GLA,2022,64273.63,64677.92,Vroom,Los Angeles
Toyota,Camry,2015,40480.15,40690.55,Local Dealer,Chicago
Ford,Escape,2023,79134.33,80968.55,DriveTime,New York
Ford,Escape,2015,5634.27,4588.01,CarMax,Dallas
Mercedes,GLC,2024,72909.19,76454.14,CarMax,Chicago
Toyota,Camry,2019,68747.44,69412.35,TrueCar,Denver
Toyota,Highlander,2020,8326.51,5621.67,DriveTime,Seattle
Kia,Soul,2021,13430.15,13584.42,Local Dealer,Boston
Mercedes,C-Class,2022,9056,7950.22,AutoNation,Houston
BMW,3 Series,2019,30123.18,28619.97,Vroom,New York
Mercedes,E-Class,2022,24632.12,23823.05,TrueCar,Los Angeles
Nissan,Sentra,2018,68122.75,73384.18,TrueCar,New York
Chevrolet,Traverse,2023,63589.57,66323.35,Local Dealer,Chicago
Audi,Q5,2019,6849.61,4650.99,Local Dealer,New York
Nissan,Altima,2017,76701.98,80266.9,AutoNation,Seattle
Mercedes,GLA,2018,50430,49589,Vroom,Boston
Toyota,Rav4,2017,67983.02,68499.61,Local Dealer,Miami
Audi,Q7,2016,33901.59,35461.76,TrueCar,Chicago
Hyundai,Tucson,2022,45580.23,45349.9,DriveTime,Boston
Toyota,Highlander,2024,58017.01,57727.01,Local Dealer,Dallas
Hyundai,Sonata,2020,48487.8,51610.16,Local Dealer,Denver
Nissan,Rogue,2021,17232.95,17788,TrueCar,Seattle
Nissan,Altima,2019,48913.61,50076.8,AutoNation,Houston
Honda,CR-V,2017,75185.73,79097.21,DriveTime,Miami
Ford,Fusion,2022,5832.59,5758.77,AutoNation,San Francisco
Audi,Q5,2022,70047.42,72083.8,Local Dealer,Dallas
Toyota,Corolla,2017,44593.47,47360.88,CarMax,Dallas
Honda,Accord,2021,24952.78,22129.97,Local Dealer,San Francisco
Mercedes,GLA,2017,11655.3,12076.52,AutoNation,Boston
Kia,Sorento,2024,55230.97,56790.5,AutoNation,Boston
Audi,A3,2015,15500.89,13595.97,Local Dealer,Miami
Kia,Sorento,2018,23633.16,21383.49,DriveTime,Los Angeles
Toyota,Rav4,2024,8120.08,4497.31,AutoNation,Denver
Kia,Seltos,2015,60728.63,64863.99,CarMax,Boston
Mercedes,GLC,2020,38768.23,38484.87,Vroom,New York
Chevrolet,Malibu,2017,23162.66,24365.83,TrueCar,Dallas
Chevrolet,Traverse,2015,63868.07,67862.06,DriveTime,Dallas
Toyota,Highlander,2018,18353.91,18124.73,Local Dealer,Denver
Toyota,Rav4,2022,69397.4,71016.41,DriveTime,Houston
Chevrolet,Traverse,2024,48739.57,48493.51,AutoNation,Houston
Nissan,Altima,2020,38304.14,39814.49,DriveTime,Boston
Toyota,Rav4,2020,26943.41,27101.29,CarMax,Boston
BMW,3 Series,2017,73082.06,74563.61,DriveTime,Dallas
Toyota,Camry,2015,8148.31,7306.6,DriveTime,Los Angeles
Hyundai,Santa Fe,2024,26088.75,28007.72,TrueCar,San Francisco
Ford,Escape,2022,34102.88,34628.36,TrueCar,Boston
Audi,A4,2016,66512.38,67019.75,Local Dealer,Seattle
Audi,A3,2023,58913.26,60686.91,AutoNation,San Francisco
Nissan,Sentra,2017,16400.33,16899.86,DriveTime,New York
Toyota,Highlander,2022,27536.03,25933.59,Local Dealer,Denver
Toyota,Camry,2021,6521.34,4484.75,CarMax,Los Angeles
BMW,5 Series,2017,6117.28,3629.7,AutoNation,New York
Ford,Explorer,2023,71604.01,73193.15,Vroom,Denver
Nissan,Altima,2021,43729.9,43125.75,TrueCar,Denver
Ford,Fusion,2022,14123.81,11734.31,Vroom,Houston
Nissan,Sentra,2018,55424.57,56205.3,CarMax,Chicago
Honda,Accord,2022,37396.05,40128.56,Vroom,New York
Hyundai,Santa Fe,2016,11981.26,9854.38,Local Dealer,Boston
Hyundai,Sonata,2018,63067.64,67381.88,AutoNation,San Francisco
Hyundai,Elantra,2017,68147.53,71472.43,DriveTime,Denver
Hyundai,Santa Fe,2016,46370.39,46976.35,TrueCar,New York
Chevrolet,Malibu,2018,52142.05,54053.68,TrueCar,Seattle
Mercedes,E-Class,2021,62505.2,64770.98,CarMax,Miami
BMW,X5,2019,51579.7,53034.15,AutoNation,Seattle
Honda,Accord,2019,44347.31,47239.99,CarMax,New York
Kia,Sportage,2018,78801.41,83974.15,AutoNation,Seattle
Kia,Seltos,2016,14205.76,12115.57,Local Dealer,Denver
Kia,Sorento,2018,22836.3,23607.7,CarMax,Seattle
Ford,Focus,2016,62491.8,63519.51,Local Dealer,Dallas
Hyundai,Elantra,2022,58188.55,62212.44,DriveTime,Seattle
Audi,Q7,2019,9197.83,5851.83,DriveTime,Chicago
Nissan,Sentra,2023,67739.75,71654.38,Vroom,Los Angeles
Audi,A3,2020,72465.19,73484.08,AutoNation,Houston
BMW,X5,2021,32566.36,32841.76,Local Dealer,Los Angeles
Mercedes,C-Class,2023,25181.45,23029.96,TrueCar,Houston
Toyota,Corolla,2020,47680.72,49836.9,Local Dealer,San Francisco
BMW,5 Series,2022,10222.07,8820.2,CarMax,Los Angeles
BMW,3 Series,2016,6626.92,5647.42,TrueCar,Miami
Hyundai,Sonata,2024,13825.9,11402.4,TrueCar,San Francisco
Hyundai,Santa Fe,2016,18421.69,19809.63,TrueCar,Miami
BMW,X3,2023,13092.15,12346.28,CarMax,New York
Mercedes,GLA,2023,11544.06,10874.88,Local Dealer,San Francisco
Hyundai,Elantra,2023,45454.56,45412.76,Vroom,Dallas
Nissan,Murano,2017,69014.12,73803.38,AutoNation,Chicago
Audi,Q5,2019,43912.77,46230.67,TrueCar,Chicago
Chevrolet,Tahoe,2023,25734.83,25487.01,DriveTime,Miami
Toyota,Rav4,2019,15585.87,15224.27,Vroom,Denver
Kia,Sorento,2017,61953.51,63600.45,AutoNation,Boston
Honda,Accord,2021,42294.37,45310.64,CarMax,New York
Hyundai,Tucson,2016,72935.79,74350.38,DriveTime,Houston
BMW,3 Series,2020,13166.84,10156.62,Local Dealer,Houston
Ford,Focus,2016,60097.27,63805.91,Vroom,Seattle
Honda,Pilot,2020,41577.17,44142.74,TrueCar,Boston
Audi,A4,2016,31645.2,34019.33,TrueCar,Los Angeles
BMW,5 Series,2017,50763.94,53694.63,CarMax,New York
Toyota,Corolla,2020,31865.08,31262.72,TrueCar,Miami
Kia,Soul,2024,28479.85,27855.33,Vroom,Los Angeles
Kia,Seltos,2022,20696.72,17742.82,AutoNation,San Francisco
Audi,A3,2020,20069.42,21512.16,Vroom,Boston
Mercedes,GLC,2016,45254.86,47549.67,Vroom,Los Angeles
Toyota,Camry,2021,66713.39,68414.53,Vroom,Chicago
Ford,Fusion,2023,7905.19,5238.14,DriveTime,New York
Toyota,Rav4,2018,46546.82,49890.47,AutoNation,New York
Kia,Sportage,2022,70209.37,72978.37,Local Dealer,San Francisco
BMW,X5,2024,76644.62,80042.05,Vroom,Denver
Toyota,Highlander,2024,34295.83,35061.6,TrueCar,Houston
Mercedes,E-Class,2024,71016.4,73097.61,AutoNation,Seattle
Nissan,Rogue,2016,33919.74,34712.7,Vroom,New York
Honda,Pilot,2022,35440.35,36081.34,Vroom,Houston
BMW,5 Series,2019,19171.9,17116.65,DriveTime,Chicago
Mercedes,E-Class,2018,60079.19,61760.21,CarMax,Denver
Hyundai,Tucson,2024,78773.96,84676.42,Vroom,Los Angeles
Ford,Focus,2021,49263.74,51549.08,AutoNation,New York
Audi,A3,2016,67939.06,72701.78,TrueCar,Chicago
Toyota,Corolla,2021,13582.36,12619.7,TrueCar,Denver
Nissan,Sentra,2016,75127.18,80542.41,CarMax,New York
Kia,Sportage,2018,78858.54,82291.73,Local Dealer,New York
Ford,Fusion,2023,21144.63,18995.19,Local Dealer,Miami
Ford,Explorer,2015,74122.18,78827.12,DriveTime,Houston
Toyota,Camry,2017,11906.27,10765.48,AutoNation,Denver
Kia,Soul,2018,16184.52,16542.19,Local Dealer,Los Angeles
Hyundai,Sonata,2023,10855.78,10398.53,TrueCar,Boston
Chevrolet,Malibu,2019,8630.96,6753.13,AutoNation,Dallas
Toyota,Rav4,2023,7678.63,4294.87,DriveTime,New York
BMW,X3,2024,39274.07,38173.49,Local Dealer,Miami
Toyota,Camry,2015,63035.66,64882.02,Vroom,Boston
Nissan,Sentra,2016,17977.37,18171.32,Vroom,Los Angeles
Nissan,Murano,2016,75093.85,78725.17,Vroom,Los Angeles
Hyundai,Santa Fe,2021,48020.21,48137.57,AutoNation,Boston
Audi,A4,2020,7047.64,4484.29,AutoNation,San Francisco
Audi,Q5,2015,25989.36,24656.32,AutoNation,San Francisco
Audi,Q5,2022,57610.24,61887.22,TrueCar,New York
Honda,Accord,2024,43193.12,43650.74,AutoNation,Seattle
Nissan,Rogue,2023,9431.27,10062.61,Vroom,New York
Audi,A3,2021,19159.29,20549.89,Vroom,Boston
Kia,Soul,2018,67577.65,70832.3,DriveTime,Dallas
Audi,Q7,2023,71436.8,75418.03,TrueCar,New York
Toyota,Rav4,2020,77335.71,79952.03,Vroom,Seattle
Kia,Seltos,2018,44269.29,46297.63,Vroom,Miami
Chevrolet,Tahoe,2018,38407.67,41146.64,Local Dealer,Seattle
Nissan,Rogue,2023,44710.27,44955.57,CarMax,Dallas
Chevrolet,Tahoe,2022,29108.72,30657.23,AutoNation,San Francisco
Chevrolet,Tahoe,2016,50770.82,51739.35,CarMax,Houston
Hyundai,Tucson,2021,58246.9,59041.23,Local Dealer,Denver
Honda,Pilot,2024,19473.49,18198.31,TrueCar,Boston
Hyundai,Sonata,2018,17959.94,15635.3,TrueCar,Chicago
Nissan,Altima,2017,34827.7,35212.78,CarMax,Miami
Hyundai,Santa Fe,2019,15189.56,14145.74,TrueCar,Houston
Audi,Q5,2015,23998.45,21762.8,AutoNation,Seattle
Nissan,Altima,2024,18368.92,18071.56,Vroom,Houston
Hyundai,Elantra,2020,10860.19,9061.03,CarMax,New York
Toyota,Rav4,2024,33400.88,34846.52,TrueCar,Boston
Toyota,Corolla,2018,24858.65,25126.75,Local Dealer,Denver
Kia,Soul,2016,19337.26,18400.12,CarMax,Seattle
Honda,CR-V,2017,16682.32,13791.95,TrueCar,Chicago
Honda,CR-V,2016,48952.28,51425.34,Local Dealer,New York
Audi,A3,2018,74243.03,75597.36,AutoNation,Denver
BMW,X3,2019,73985.05,77648.42,Local Dealer,Houston
Chevrolet,Malibu,2017,21973.19,22315.75,DriveTime,New York
BMW,X5,2024,14156.08,11962.21,AutoNation,New York
Kia,Sportage,2020,60371.89,63553.02,Vroom,New York
BMW,3 Series,2017,16311.12,15579.25,AutoNation,San Francisco
Honda,Accord,2019,77666.41,83547.24,Vroom,Seattle
Kia,Seltos,2019,32516.81,30185.65,CarMax,Seattle
Honda,Civic,2018,21651.06,21385.19,TrueCar,Los Angeles
Toyota,Camry,2021,16286.49,13430.19,TrueCar,New York
Toyota,Rav4,2024,7059.24,4658.81,TrueCar,Boston
Audi,A4,2022,25888.43,27675.74,TrueCar,Miami
Hyundai,Elantra,2023,45351.04,48186.68,Vroom,Seattle
Hyundai,Santa Fe,2015,50719.01,52346.15,TrueCar,Boston
Mercedes,GLA,2015,60049.23,64488.15,Vroom,Houston
Hyundai,Sonata,2023,58836.72,60286.83,TrueCar,Houston
Toyota,Corolla,2024,58698.2,62502.29,Vroom,Chicago
BMW,X5,2015,75485.39,77371.59,TrueCar,San Francisco
Honda,Pilot,2019,5394.87,2089.8,TrueCar,Dallas
Ford,Explorer,2021,77901.39,81808.48,DriveTime,Denver
Chevrolet,Traverse,2023,22166.83,19374.18,Local Dealer,San Francisco
BMW,X3,2018,36178.47,38128.75,Local Dealer,San Francisco
Chevrolet,Traverse,2016,57869.64,60964.42,Local Dealer,Denver
Honda,CR-V,2017,74278.65,77724.83,CarMax,Boston
Chevrolet,Equinox,2017,38629.09,38513.4,AutoNation,Chicago
Kia,Soul,2020,65003.47,65379.72,TrueCar,Boston
Chevrolet,Traverse,2016,65874.42,71072.89,AutoNation,New York
Chevrolet,Malibu,2016,55105.32,58876.8,Vroom,Seattle
Audi,Q5,2016,77054.35,78545.26,Vroom,Denver
Audi,A4,2021,66563.04,69515.76,Local Dealer,Los Angeles
Mercedes,GLC,2016,37075.67,37714.37,Vroom,Houston
Mercedes,E-Class,2018,7098.88,3576.42,Local Dealer,Chicago
Mercedes,E-Class,2017,35809.09,33977.43,Local Dealer,San Francisco
Honda,Accord,2019,5877.11,3595.98,DriveTime,Houston
Toyota,Highlander,2023,32403.73,34740.94,DriveTime,Miami
Audi,A4,2023,70022.44,73615.54,CarMax,Miami
Toyota,Corolla,2021,18045.3,15261.09,TrueCar,Boston
Ford,Focus,2024,18523.31,19131.03,Vroom,Miami
Hyundai,Sonata,2015,35409.51,35497.71,AutoNation,Los Angeles
Mercedes,GLA,2016,64934.86,70063.48,TrueCar,New York
Toyota,Corolla,2017,73820.92,78654.07,Vroom,Chicago
Chevrolet,Traverse,2016,45429.29,45129.18,AutoNation,Houston
Audi,Q7,2015,56297.98,56920.06,DriveTime,Dallas
Ford,Fusion,2022,53966.74,58093.6,Vroom,Miami
Kia,Sorento,2017,29319.18,28115.69,CarMax,Seattle
Honda,Civic,2021,79077.56,84356.81,CarMax,Denver
Honda,Pilot,2024,68299.54,72364.99,TrueCar,Chicago
Hyundai,Sonata,2022,73302.72,78226.45,AutoNation,Seattle
Toyota,Highlander,2024,76320.24,82414.96,AutoNation,Dallas
Ford,Escape,2017,50863.65,51091.89,DriveTime,Houston
Nissan,Murano,2021,69433.33,70163.85,Vroom,Miami
Mercedes,E-Class,2021,27018.45,27526.34,DriveTime,Los Angeles
Honda,Pilot,2020,19070.49,17838.72,TrueCar,Chicago
Ford,Explorer,2017,59863.18,62531.59,Local Dealer,Boston
Audi,A4,2016,28913.44,30620.21,Vroom,Dallas
Toyota,Camry,2022,74685.39,76007.46,DriveTime,San Francisco
BMW,X5,2018,48974.54,52832.86,DriveTime,Chicago
Chevrolet,Tahoe,2021,58341.13,59471.61,Local Dealer,Houston
BMW,X3,2021,59666.97,62502.24,DriveTime,Miami
Nissan,Sentra,2018,40640.93,43466.62,Local Dealer,Chicago
BMW,5 Series,2016,73498.21,77050.26,CarMax,Denver
Audi,Q5,2018,78304.26,82138.9,AutoNation,Dallas
Audi,A4,2024,50759.8,51642.01,CarMax,Los Angeles
BMW,X5,2022,59354.53,62432.27,DriveTime,Miami
Ford,Fusion,2022,11630.12,7991.62,Local Dealer,Dallas
Nissan,Altima,2017,62626.81,63351.07,Vroom,New York
Kia,Seltos,2015,37479.34,39313.64,TrueCar,Los Angeles
BMW,5 Series,2017,13300.68,13114.7,CarMax,Chicago
Ford,Fusion,2015,69462.39,74668.69,AutoNation,Seattle
Audi,Q7,2017,69170.16,73682.53,Local Dealer,Dallas
Mercedes,GLC,2022,16319.06,15220.72,Local Dealer,Los Angeles
Kia,Sorento,2019,33399.68,33758.92,CarMax,Denver
Ford,Explorer,2018,76254.44,77459.79,Vroom,Los Angeles
Audi,Q7,2022,67236.68,72470.99,Local Dealer,San Francisco
Toyota,Camry,2017,43441.03,43516.8,DriveTime,Los Angeles
Ford,Escape,2018,59777.56,63224.65,DriveTime,Denver
Nissan,Altima,2019,31998.2,32098.01,CarMax,Boston
Audi,A4,2016,70620.85,73986.69,TrueCar,Chicago
BMW,5 Series,2021,46850.53,47703,Vroom,Miami
BMW,3 Series,2020,76321.09,78691.14,DriveTime,Boston
Ford,Escape,2020,14317.95,13146.56,TrueCar,San Francisco
Hyundai,Elantra,2018,39726.49,41196.7,DriveTime,Chicago
Toyota,Rav4,2016,65645.21,67563.92,AutoNation,Los Angeles
Kia,Sorento,2024,56507.69,60960.7,CarMax,Miami
Toyota,Corolla,2017,43881.77,47097.38,CarMax,New York
Hyundai,Elantra,2019,77323.89,80796.25,AutoNation,Chicago
Audi,A3,2020,61259.08,62974.34,DriveTime,Miami
Audi,A4,2019,7482.92,4970.18,AutoNation,San Francisco
Ford,Explorer,2018,14227.28,12246.37,Vroom,Dallas
Honda,Accord,2021,63283.5,65176.94,CarMax,Denver
Hyundai,Elantra,2024,19627.41,17138.16,Local Dealer,Seattle
Honda,Accord,2022,77317.94,82794.35,DriveTime,Miami
Ford,Explorer,2016,61881.19,64311.97,TrueCar,Miami
Toyota,Rav4,2023,21705.12,21460.36,AutoNation,Denver
Honda,Accord,2023,55165.23,55807.17,AutoNation,Denver
Mercedes,GLC,2017,38957.23,38501.32,Vroom,New York
Nissan,Sentra,2015,24733.75,25131.95,Local Dealer,Los Angeles
Mercedes,C-Class,2022,70597.29,72672.44,DriveTime,New York
Kia,Soul,2023,32254.05,33323.83,TrueCar,San Francisco
Kia,Seltos,2018,65288.6,67445.15,AutoNation,Seattle
Toyota,Camry,2015,43115.58,43629.04,Local Dealer,Denver
Kia,Sorento,2015,65659.34,66766.44,Vroom,Los Angeles
Kia,Sportage,2024,76567.78,78671.04,AutoNation,Boston
Audi,Q7,2020,75201.24,77135.17,TrueCar,Chicago
BMW,5 Series,2021,56256.85,59261.53,CarMax,Miami
Toyota,Highlander,2015,12627.51,13361.27,Vroom,New York
Toyota,Camry,2017,8754.72,7108.42,Vroom,Denver
Toyota,Highlander,2020,11462.18,11613.81,Local Dealer,Denver
Kia,Sorento,2021,53798.26,55799.97,DriveTime,New York
Toyota,Rav4,2023,79756.06,83105.8,Vroom,New York
Honda,Civic,2024,32271.02,34447.65,TrueCar,Denver
Kia,Sportage,2015,27913.6,29727.37,TrueCar,Boston
Kia,Soul,2024,15603.75,12270.08,CarMax,Houston
Honda,Accord,2017,62203.69,65046.32,Vroom,New York
Nissan,Rogue,2018,61718.09,65885.02,Vroom,Chicago
Mercedes,C-Class,2020,51715.75,54659.63,TrueCar,San Francisco
BMW,5 Series,2022,73207.63,76722.47,Vroom,Los Angeles
Audi,A4,2015,62755.44,65708.76,CarMax,Dallas
Mercedes,GLC,2023,79954.5,84932.76,CarMax,New York
Toyota,Camry,2018,24890.96,25893.41,TrueCar,Seattle
Kia,Sportage,2019,47845.5,51289.06,CarMax,Boston
BMW,5 Series,2020,36828.05,35213.85,DriveTime,Los Angeles
BMW,X3,2018,58899.61,58873.76,TrueCar,Los Angeles
Kia,Sorento,2015,16878.58,17351.06,Local Dealer,Chicago
Hyundai,Sonata,2022,30939.73,32928.88,TrueCar,New York
Hyundai,Elantra,2019,31069.08,30929.7,DriveTime,Seattle
Chevrolet,Malibu,2019,20036.46,18434.84,TrueCar,Miami
Kia,Sportage,2015,29050.81,29117.33,Local Dealer,Chicago
Toyota,Camry,2019,55281.69,56547.87,CarMax,Dallas
Nissan,Altima,2019,11337.06,7445.91,Local Dealer,Chicago
Chevrolet,Malibu,2024,73020.51,78618.72,Vroom,San Francisco
Nissan,Murano,2024,31952.37,32205.53,Local Dealer,Seattle
Audi,A3,2023,70602.09,72778.19,Local Dealer,Boston
Kia,Sorento,2016,63775.23,64377.61,Local Dealer,Chicago
Toyota,Camry,2021,51635,55009.42,DriveTime,Boston
Nissan,Sentra,2016,40576.87,41870.15,DriveTime,Dallas
Ford,Fusion,2015,16440.57,13888.56,Local Dealer,Boston
Ford,Focus,2017,60373.9,63045.29,CarMax,Denver
Honda,Accord,2017,45125.84,48101.44,TrueCar,New York
Toyota,Highlander,2016,21502.04,19923.28,TrueCar,Denver
Hyundai,Santa Fe,2018,64768.64,66596.32,CarMax,Dallas
BMW,X5,2015,56503.8,57907.53,Vroom,Houston
Chevrolet,Malibu,2015,12376.28,11015.92,TrueCar,San Francisco
Chevrolet,Traverse,2017,8786.03,8315.29,CarMax,Los Angeles
Ford,Explorer,2020,66730.45,70107.82,CarMax,Seattle
Hyundai,Tucson,2022,60449.29,62605.04,AutoNation,Chicago
Kia,Sorento,2016,70078.65,74209.74,CarMax,Los Angeles
Honda,Pilot,2017,70092.87,73875.73,DriveTime,Chicago
Ford,Explorer,2024,61320,66034.33,TrueCar,San Francisco
Nissan,Murano,2020,37876.23,36274.13,AutoNation,Boston
Mercedes,E-Class,2024,71908.74,73089.84,TrueCar,Boston
Audi,Q7,2024,40589.91,41133.37,Local Dealer,Seattle
Hyundai,Sonata,2016,66926.4,71900.61,AutoNation,Dallas
Toyota,Highlander,2023,22248.61,20053.27,Local Dealer,Miami
Nissan,Altima,2020,53805.01,54473.87,AutoNation,New York
Mercedes,GLC,2018,76648.21,79410,CarMax,Boston
Mercedes,GLC,2018,79742.57,83755.47,TrueCar,Houston
Chevrolet,Malibu,2017,77936.27,81063.88,CarMax,San Francisco
Chevrolet,Traverse,2021,71204.73,75569.72,TrueCar,San Francisco
Hyundai,Santa Fe,2023,11792.22,8618.01,AutoNation,Houston
Chevrolet,Malibu,2022,7898.83,6333.33,AutoNation,Denver
Kia,Sportage,2017,50537.18,50248.82,DriveTime,Boston
Chevrolet,Tahoe,2024,76479.39,81378.9,DriveTime,Los Angeles
Mercedes,GLA,2024,8538,8745.33,Vroom,Houston
Ford,Escape,2022,12943.79,9998.64,Vroom,San Francisco
BMW,X3,2016,11298.3,8568.12,Vroom,Seattle
Chevrolet,Malibu,2015,41054.58,40423.22,Local Dealer,Houston
Hyundai,Elantra,2023,70244.05,75748.15,TrueCar,Los Angeles
Mercedes,E-Class,2019,79324.24,83747.32,AutoNation,Seattle
Audi,Q5,2021,11958.51,12439.42,Local Dealer,Denver
Chevrolet,Equinox,2019,31936.76,31983.51,AutoNation,San Francisco
Mercedes,E-Class,2016,33921.85,34145.05,Vroom,Houston
Chevrolet,Tahoe,2016,27284.87,27765.37,DriveTime,Seattle
Toyota,Corolla,2017,45174.58,46183.81,Local Dealer,Chicago
Kia,Sorento,2020,50281.75,50942.05,Local Dealer,Seattle
BMW,X5,2024,62695.88,65719.25,Vroom,Chicago
Honda,Civic,2020,60522.47,64625.19,TrueCar,San Francisco
Chevrolet,Malibu,2015,19388.75,18617.74,AutoNation,San Francisco
Kia,Soul,2022,78227.21,83503.2,CarMax,Boston
Hyundai,Elantra,2020,10791.33,10256.65,AutoNation,New York
Nissan,Altima,2021,22220.99,19054.38,AutoNation,Miami
Nissan,Murano,2015,21410.84,19638.32,AutoNation,New York
BMW,3 Series,2015,33799.38,35113.62,AutoNation,Seattle
Mercedes,E-Class,2024,73132.17,78103.68,Vroom,Los Angeles
Nissan,Sentra,2023,35996.77,38530.8,CarMax,Dallas
Audi,A4,2023,58155.59,58453.54,Vroom,Los Angeles
Audi,A4,2020,36117.27,38286.12,Vroom,Denver
Audi,A4,2024,38432.3,39321.12,AutoNation,Seattle
Hyundai,Tucson,2017,32865.1,32155.69,TrueCar,Denver
Honda,CR-V,2018,42507.06,44796.41,DriveTime,New York
Toyota,Rav4,2020,49915.95,51386.84,Vroom,Houston
Chevrolet,Tahoe,2015,59969.7,62412.1,AutoNation,Boston
BMW,3 Series,2017,21083.91,20304.34,TrueCar,Houston
BMW,3 Series,2019,47411.87,47437.27,TrueCar,Houston
Mercedes,E-Class,2015,23128.12,21434.03,CarMax,Los Angeles
Nissan,Altima,2020,6153.99,2592.4,Vroom,New York
Audi,Q7,2019,12038.46,12934.43,DriveTime,New York
Mercedes,GLA,2019,9790.52,8969.13,Local Dealer,Boston
Kia,Seltos,2024,58162.92,61485.56,AutoNation,San Francisco
Nissan,Sentra,2021,45883.87,46317.57,AutoNation,Boston
Mercedes,GLA,2024,16092.85,13980.29,AutoNation,Houston
Chevrolet,Malibu,2016,72054.66,77530.22,Local Dealer,Los Angeles
Kia,Sorento,2019,20916.31,20239.33,Vroom,Dallas
Hyundai,Sonata,2015,15501.25,14698.67,Vroom,Denver
Mercedes,GLA,2022,18088.13,17885.67,DriveTime,Seattle
Honda,CR-V,2022,55070.9,54806.01,DriveTime,Miami
Kia,Soul,2020,51992.18,54543,AutoNation,Dallas
Chevrolet,Malibu,2023,7075.11,2663.66,AutoNation,Boston
Audi,Q7,2022,26054.42,23368.23,DriveTime,Dallas
Mercedes,E-Class,2024,12904.61,13092.12,DriveTime,Boston
Audi,A4,2021,46050.2,44761.59,Vroom,Boston
Honda,CR-V,2020,61507.56,63860.05,DriveTime,Boston
Mercedes,GLA,2023,55942.07,56898.51,CarMax,Miami
Toyota,Camry,2018,5729.15,2398.46,DriveTime,Houston
Honda,Pilot,2024,55376.73,56670.95,Vroom,Houston
Nissan,Murano,2019,27106.63,27339.07,TrueCar,New York
Honda,Accord,2020,72424.03,73870.28,Local Dealer,Chicago
Audi,A3,2024,72066.15,73063.67,Vroom,Denver
Hyundai,Elantra,2020,21532.89,20269.96,Vroom,Miami
Audi,Q5,2017,14704.18,15096.77,CarMax,Boston
Nissan,Rogue,2021,75735.27,78662.14,Vroom,Seattle
Hyundai,Tucson,2024,16627.64,16357.32,Vroom,Seattle
Chevrolet,Tahoe,2017,49631.75,49875.71,Local Dealer,Boston
BMW,X5,2018,10822.3,6938.78,TrueCar,Chicago
Honda,CR-V,2022,67681.23,71862.57,DriveTime,Los Angeles
BMW,3 Series,2021,50191.79,49976.8,TrueCar,Chicago
Toyota,Camry,2020,27988.18,27634.58,Local Dealer,Los Angeles
Hyundai,Santa Fe,2022,45963.59,46922.51,AutoNation,Los Angeles
Audi,A4,2016,9164.16,8563.79,CarMax,Chicago
Honda,Civic,2016,74611.95,78493.1,Local Dealer,San Francisco
Ford,Explorer,2021,39293.3,37750.24,Local Dealer,San Francisco
Ford,Focus,2017,70609.85,73009.19,Local Dealer,New York
Toyota,Camry,2016,57431.71,61827.6,Local Dealer,Denver
Nissan,Murano,2017,78308.35,83447.52,DriveTime,Miami
Honda,CR-V,2021,18903.18,16953.45,TrueCar,New York
Honda,Pilot,2022,71654.39,74275.36,DriveTime,Boston
Nissan,Sentra,2019,66453.46,71629.85,DriveTime,Chicago
Kia,Sorento,2016,21452.74,18642.79,AutoNation,Boston
Toyota,Rav4,2020,56596.43,57524.81,DriveTime,Chicago
BMW,3 Series,2024,78175.8,83486.19,DriveTime,Los Angeles
Mercedes,GLA,2023,63901.66,67009.92,AutoNation,Boston
Ford,Explorer,2017,51833.18,52292.27,CarMax,Boston
Nissan,Sentra,2016,8277.61,5810.33,DriveTime,Los Angeles
Honda,Accord,2017,67619.29,71688.8,Local Dealer,Houston
Honda,Accord,2023,66474.02,70717.2,AutoNation,New York
Ford,Explorer,2020,24450.44,23955.1,Local Dealer,Houston
Kia,Soul,2020,65634.3,68645.74,Local Dealer,Miami
