Make,Model,Fuel Type,Customer ID,Customer Location,Customer Age,Final Price,Registration Number
Hyundai,Tucson,Electric,CUST4196,Denver,34,58010.4,REG-97275
Honda,Civic,Electric,CUST4819,Denver,31,74614.53,REG-32266
Kia,Soul,Diesel,CUST6019,New York,22,75275.34,REG-90698
Ford,Focus,Petrol,CUST8391,Seattle,55,4138.03,REG-52504
Ford,Escape,Electric,CUST3966,Los Angeles,23,65061.2,REG-94124
Nissan,Altima,Diesel,CUST9542,Denver,52,68754.59,REG-51729
Hyundai,Sonata,Diesel,CUST5716,Miami,66,6861.78,REG-33118
Nissan,Sentra,Electric,CUST8169,Seattle,57,24271.09,REG-56921
Ford,Escape,Diesel,CUST4231,Boston,46,44142.37,REG-81528
Ford,Focus,Petrol,CUST8398,Dallas,29,75380.06,REG-71193
Audi,A3,Petrol,CUST2208,Dallas,52,81834.11,REG-83636
Nissan,Murano,Electric,CUST8992,Chicago,27,41798.6,REG-51872
Kia,Sportage,Electric,CUST2183,Seattle,57,16942.94,REG-54282
Ford,Explorer,Diesel,CUST8634,Houston,63,41061.35,REG-59403
Toyota,Camry,Petrol,CUST7957,Denver,53,29267.59,REG-12173
Honda,Pilot,Hybrid,CUST3233,Seattle,19,76697.8,REG-28495
BMW,X5,Petrol,CUST8072,Boston,21,39867.73,REG-12041
Honda,Accord,Diesel,CUST3889,New York,50,84053.15,REG-31663
Ford,Escape,Petrol,CUST5615,San Francisco,49,23995.59,REG-11514
Ford,Fusion,Hybrid,CUST6545,Los Angeles,41,34595.4,REG-28690
Toyota,Highlander,Hybrid,CUST5927,Los Angeles,58,82559.03,REG-35917
Ford,Escape,Petrol,CUST6213,Miami,52,80767.8,REG-84475
Hyundai,Sonata,Petrol,CUST4131,Dallas,63,74941.46,REG-58630
Hyundai,Santa Fe,Hybrid,CUST9394,Denver,59,16490.08,REG-94071
Nissan,Sentra,Hybrid,CUST4045,Los Angeles,18,2410.52,REG-70071
Nissan,Rogue,Electric,CUST2941,Los Angeles,27,17736.05,REG-23880
Chevrolet,Malibu,Diesel,CUST5130,Boston,24,74284.2,REG-34535
Ford,Fusion,Electric,CUST1329,Dallas,52,15889.9,REG-59070
Mercedes,GLC,Diesel,CUST2124,New York,66,7062.42,REG-91709
Mercedes,GLA,Petrol,CUST4854,San Francisco,70,16591.76,REG-16668
Ford,Fusion,Petrol,CUST8683,Los Angeles,32,34261.78,REG-56378
Toyota,Camry,Hybrid,CUST7078,Chicago,47,10188.51,REG-27914
Nissan,Murano,Petrol,CUST4499,Los Angeles,67,68268.26,REG-68400
Ford,Escape,Hybrid,CUST1103,Denver,66,27589.68,REG-37373
Mercedes,GLA,Petrol,CUST5902,Seattle,54,40458.96,REG-90297
Audi,Q5,Electric,CUST9749,Chicago,61,34030,REG-64461
Honda,CR-V,Diesel,CUST2191,Denver,24,13587.86,REG-69013
Kia,Seltos,Diesel,CUST2551,Houston,34,55788.64,REG-93125
Chevrolet,Equinox,Electric,CUST9460,Houston,25,6316.79,REG-37830
Honda,Pilot,Diesel,CUST7815,Denver,34,62571.8,REG-21822
Hyundai,Elantra,Petrol,CUST6684,Los Angeles,67,65850.95,REG-22209
Honda,CR-V,Diesel,CUST3289,Boston,26,80824.73,REG-21960
Audi,A3,Electric,CUST1092,New York,23,78482.7,REG-56990
Ford,Explorer,Petrol,CUST6066,Los Angeles,50,67690.44,REG-92285
Toyota,Camry,Hybrid,CUST3065,Denver,70,71254.35,REG-13403
Hyundai,Santa Fe,Diesel,CUST8288,Los Angeles,66,81196.56,REG-17203
Honda,Accord,Hybrid,CUST9416,Boston,50,49784.9,REG-35483
BMW,3 Series,Electric,CUST4505,Los Angeles,59,85710.92,REG-56465
Hyundai,Tucson,Petrol,CUST8960,Dallas,65,65101.76,REG-41973
Hyundai,Sonata,Hybrid,CUST3546,Dallas,26,25586.69,REG-89633
Kia,Soul,Petrol,CUST6584,Chicago,37,30690.52,REG-57236
Kia,Seltos,Hybrid,CUST9782,Seattle,37,60533.47,REG-35438
BMW,5 Series,Diesel,CUST7952,Denver,68,10254.87,REG-57996
Mercedes,GLA,Petrol,CUST2549,Dallas,37,77171.47,REG-65291
Audi,Q7,Petrol,CUST3960,Los Angeles,66,31549.87,REG-86094
Mercedes,E-Class,Petrol,CUST8529,New York,66,65678.86,REG-59575
Kia,Sorento,Hybrid,CUST8378,New York,65,34853.76,REG-59377
Ford,Fusion,Diesel,CUST2865,Miami,40,23979.9,REG-46513
Nissan,Altima,Petrol,CUST6094,Chicago,39,78989.49,REG-94627
Ford,Focus,Electric,CUST3308,Dallas,27,30009.96,REG-86456
BMW,5 Series,Petrol,CUST6415,Dallas,45,6447.72,REG-42127
Mercedes,C-Class,Electric,CUST6783,Chicago,31,5955.25,REG-72037
Mercedes,E-Class,Petrol,CUST1734,Boston,32,27028.72,REG-12984
Chevrolet,Malibu,Diesel,CUST4757,Chicago,48,32441.7,REG-36876
Toyota,Rav4,Diesel,CUST6358,Miami,61,45083.33,REG-25333
Honda,Pilot,Petrol,CUST5994,New York,67,82226.03,REG-49368
Kia,Sorento,Electric,CUST5989,San Francisco,31,3714.64,REG-90581
Kia,Seltos,Petrol,CUST5389,Houston,62,57088.02,REG-34563
Audi,A3,Electric,CUST8567,Houston,62,16486.37,REG-78122
Hyundai,Sonata,Diesel,CUST2394,Denver,30,19557.59,REG-13785
Chevrolet,Malibu,Diesel,CUST9373,Denver,28,12393.46,REG-78354
Audi,A3,Diesel,CUST9612,New York,60,4873.92,REG-80634
Hyundai,Tucson,Electric,CUST6419,Denver,58,18487.46,REG-56784
BMW,X3,Electric,CUST5737,Boston,66,53784.88,REG-94299
Kia,Sorento,Electric,CUST1189,Houston,59,12130.44,REG-58956
Honda,Civic,Diesel,CUST9938,Boston,64,24445.28,REG-37039
BMW,5 Series,Hybrid,CUST8642,Denver,18,79927.31,REG-27021
Kia,Sportage,Diesel,CUST7907,Los Angeles,70,51002.34,REG-44070
Mercedes,C-Class,Hybrid,CUST6095,Chicago,21,63125.76,REG-28238
Mercedes,GLA,Electric,CUST2699,Denver,41,64677.92,REG-50086
Toyota,Camry,Diesel,CUST7340,San Francisco,60,40690.55,REG-74039
Ford,Escape,Diesel,CUST2334,New York,64,80968.55,REG-12314
Ford,Escape,Electric,CUST6029,Houston,23,4588.01,REG-33565
Mercedes,GLC,Electric,CUST8784,Los Angeles,45,76454.14,REG-91936
Toyota,Camry,Electric,CUST5940,Chicago,67,69412.35,REG-22692
Toyota,Highlander,Diesel,CUST4637,Seattle,64,5621.67,REG-82553
Kia,Soul,Diesel,CUST6366,Seattle,54,13584.42,REG-37090
Mercedes,C-Class,Hybrid,CUST8927,Dallas,26,7950.22,REG-80120
BMW,3 Series,Diesel,CUST7869,Los Angeles,19,28619.97,REG-96505
Mercedes,E-Class,Petrol,CUST4214,Denver,48,23823.05,REG-19924
Nissan,Sentra,Diesel,CUST4611,New York,24,73384.18,REG-24103
Chevrolet,Traverse,Diesel,CUST4557,Dallas,18,66323.35,REG-71761
Audi,Q5,Hybrid,CUST4034,Denver,20,4650.99,REG-95211
Nissan,Altima,Diesel,CUST9866,San Francisco,49,80266.9,REG-54862
Mercedes,GLA,Electric,CUST6766,Chicago,66,49589,REG-46285
Toyota,Rav4,Petrol,CUST2974,Boston,18,68499.61,REG-47257
Audi,Q7,Electric,CUST9826,Dallas,56,35461.76,REG-80174
Hyundai,Tucson,Diesel,CUST5884,New York,37,45349.9,REG-36916
Toyota,Highlander,Diesel,CUST2752,New York,26,57727.01,REG-32669
Hyundai,Sonata,Hybrid,CUST1590,San Francisco,61,51610.16,REG-91293
Nissan,Rogue,Petrol,CUST6343,Seattle,62,17788,REG-18451
Nissan,Altima,Petrol,CUST3714,Houston,70,50076.8,REG-98995
Honda,CR-V,Diesel,CUST7073,Seattle,53,79097.21,REG-11483
Ford,Fusion,Petrol,CUST8925,New York,67,5758.77,REG-68447
Audi,Q5,Diesel,CUST4757,Houston,25,72083.8,REG-71502
Toyota,Corolla,Electric,CUST2948,Denver,55,47360.88,REG-67967
Honda,Accord,Diesel,CUST2042,Chicago,59,22129.97,REG-70706
Mercedes,GLA,Petrol,CUST7953,Denver,18,12076.52,REG-15910
Kia,Sorento,Petrol,CUST3336,Houston,19,56790.5,REG-68118
Audi,A3,Diesel,CUST2892,Houston,65,13595.97,REG-54527
Kia,Sorento,Diesel,CUST3315,Denver,57,21383.49,REG-79460
Toyota,Rav4,Petrol,CUST9159,New York,24,4497.31,REG-67409
Kia,Seltos,Hybrid,CUST4690,Los Angeles,37,64863.99,REG-69711
Mercedes,GLC,Hybrid,CUST6044,New York,57,38484.87,REG-41042
Chevrolet,Malibu,Petrol,CUST6468,Boston,59,24365.83,REG-38208
Chevrolet,Traverse,Diesel,CUST1212,Houston,45,67862.06,REG-22131
Toyota,Highlander,Diesel,CUST2831,Miami,24,18124.73,REG-75762
Toyota,Rav4,Petrol,CUST4415,Chicago,47,71016.41,REG-35408
Chevrolet,Traverse,Electric,CUST2230,Chicago,42,48493.51,REG-92087
Nissan,Altima,Diesel,CUST4226,Miami,50,39814.49,REG-20133
Toyota,Rav4,Petrol,CUST5748,Los Angeles,43,27101.29,REG-41624
BMW,3 Series,Petrol,CUST5861,Seattle,56,74563.61,REG-94378
Toyota,Camry,Electric,CUST1603,Los Angeles,36,7306.6,REG-77241
Hyundai,Santa Fe,Electric,CUST9205,New York,36,28007.72,REG-55356
Ford,Escape,Electric,CUST3537,San Francisco,50,34628.36,REG-45115
Audi,A4,Petrol,CUST1376,Chicago,34,67019.75,REG-26734
Audi,A3,Electric,CUST9981,Seattle,55,60686.91,REG-59339
Nissan,Sentra,Petrol,CUST3437,San Francisco,26,16899.86,REG-57572
Toyota,Highlander,Hybrid,CUST4505,Boston,45,25933.59,REG-61683
Toyota,Camry,Hybrid,CUST1272,Denver,51,4484.75,REG-67418
BMW,5 Series,Petrol,CUST1157,New York,66,3629.7,REG-39557
Ford,Explorer,Electric,CUST7732,New York,19,73193.15,REG-16741
Nissan,Altima,Electric,CUST4695,Seattle,48,43125.75,REG-54427
Ford,Fusion,Diesel,CUST3022,Boston,49,11734.31,REG-84586
Nissan,Sentra,Diesel,CUST9387,Houston,37,56205.3,REG-73663
Honda,Accord,Electric,CUST4091,New York,22,40128.56,REG-13294
Hyundai,Santa Fe,Electric,CUST2447,Miami,52,9854.38,REG-34732
Hyundai,Sonata,Electric,CUST7882,Los Angeles,25,67381.88,REG-98821
Hyundai,Elantra,Petrol,CUST1225,Chicago,34,71472.43,REG-53124
Hyundai,Santa Fe,Hybrid,CUST3058,Miami,41,46976.35,REG-77808
Chevrolet,Malibu,Petrol,CUST5169,Chicago,60,54053.68,REG-33131
Mercedes,E-Class,Petrol,CUST3243,Dallas,33,64770.98,REG-51422
BMW,X5,Electric,CUST6607,San Francisco,30,53034.15,REG-84787
Honda,Accord,Diesel,CUST8404,Dallas,45,47239.99,REG-64391
Kia,Sportage,Hybrid,CUST8542,Dallas,67,83974.15,REG-18217
Kia,Seltos,Hybrid,CUST9728,Seattle,56,12115.57,REG-48444
Kia,Sorento,Diesel,CUST7439,Seattle,43,23607.7,REG-23578
Ford,Focus,Diesel,CUST7796,Denver,68,63519.51,REG-71472
Hyundai,Elantra,Hybrid,CUST3170,San Francisco,40,62212.44,REG-47109
Audi,Q7,Electric,CUST9459,Miami,60,5851.83,REG-87058
Nissan,Sentra,Diesel,CUST3297,New York,47,71654.38,REG-26751
Audi,A3,Hybrid,CUST2274,Los Angeles,43,73484.08,REG-84709
BMW,X5,Diesel,CUST8631,Dallas,67,32841.76,REG-14545
Mercedes,C-Class,Petrol,CUST3621,New York,48,23029.96,REG-89624
Toyota,Corolla,Diesel,CUST5344,San Francisco,27,49836.9,REG-56722
BMW,5 Series,Petrol,CUST5292,Los Angeles,62,8820.2,REG-29130
BMW,3 Series,Electric,CUST9666,New York,70,5647.42,REG-73335
Hyundai,Sonata,Petrol,CUST4135,Houston,56,11402.4,REG-61206
Hyundai,Santa Fe,Petrol,CUST4317,Houston,28,19809.63,REG-83073
BMW,X3,Diesel,CUST5529,Los Angeles,27,12346.28,REG-58385
Mercedes,GLA,Electric,CUST2591,Los Angeles,35,10874.88,REG-85616
Hyundai,Elantra,Petrol,CUST2302,Seattle,64,45412.76,REG-32737
Nissan,Murano,Petrol,CUST4893,Seattle,31,73803.38,REG-86819
Audi,Q5,Diesel,CUST5871,San Francisco,54,46230.67,REG-33433
Chevrolet,Tahoe,Petrol,CUST2328,Seattle,41,25487.01,REG-59145
Toyota,Rav4,Electric,CUST6974,Denver,55,15224.27,REG-51372
Kia,Sorento,Petrol,CUST9817,Dallas,58,63600.45,REG-19831
Honda,Accord,Electric,CUST6731,Denver,64,45310.64,REG-19123
Hyundai,Tucson,Diesel,CUST7218,Chicago,39,74350.38,REG-47663
BMW,3 Series,Diesel,CUST8666,Los Angeles,57,10156.62,REG-51962
Ford,Focus,Petrol,CUST2346,San Francisco,19,63805.91,REG-34175
Honda,Pilot,Hybrid,CUST5076,Houston,63,44142.74,REG-63527
Audi,A4,Petrol,CUST6693,Boston,21,34019.33,REG-96158
BMW,5 Series,Petrol,CUST7476,Miami,67,53694.63,REG-24274
Toyota,Corolla,Hybrid,CUST4890,Houston,57,31262.72,REG-62577
Kia,Soul,Hybrid,CUST4647,Miami,59,27855.33,REG-25204
Kia,Seltos,Hybrid,CUST6168,Dallas,63,17742.82,REG-39144
Audi,A3,Electric,CUST4761,San Francisco,47,21512.16,REG-87662
Mercedes,GLC,Petrol,CUST8726,Chicago,65,47549.67,REG-79995
Toyota,Camry,Hybrid,CUST7142,Houston,49,68414.53,REG-43135
Ford,Fusion,Diesel,CUST9493,Denver,40,5238.14,REG-30451
Toyota,Rav4,Diesel,CUST2257,Houston,20,49890.47,REG-67162
Kia,Sportage,Electric,CUST6728,San Francisco,58,72978.37,REG-19950
BMW,X5,Petrol,CUST1444,Seattle,37,80042.05,REG-77500
Toyota,Highlander,Electric,CUST1731,Boston,50,35061.6,REG-60451
Mercedes,E-Class,Petrol,CUST2826,Houston,50,73097.61,REG-87035
Nissan,Rogue,Petrol,CUST7717,Chicago,64,34712.7,REG-35059
Honda,Pilot,Electric,CUST3067,New York,70,36081.34,REG-62355
BMW,5 Series,Diesel,CUST4065,Denver,43,17116.65,REG-95047
Mercedes,E-Class,Petrol,CUST2407,Miami,57,61760.21,REG-64644
Hyundai,Tucson,Diesel,CUST1985,Miami,41,84676.42,REG-61253
Ford,Focus,Hybrid,CUST3271,Houston,24,51549.08,REG-75897
Audi,A3,Electric,CUST3697,Dallas,41,72701.78,REG-36056
Toyota,Corolla,Hybrid,CUST3459,New York,36,12619.7,REG-48569
Nissan,Sentra,Electric,CUST5394,Miami,48,80542.41,REG-72523
Kia,Sportage,Electric,CUST1315,Denver,38,82291.73,REG-98841
Ford,Fusion,Diesel,CUST9822,Chicago,44,18995.19,REG-73081
Ford,Explorer,Hybrid,CUST2504,Dallas,65,78827.12,REG-90106
Toyota,Camry,Petrol,CUST2743,Dallas,43,10765.48,REG-88878
Kia,Soul,Petrol,CUST6241,New York,42,16542.19,REG-92643
Hyundai,Sonata,Electric,CUST1963,Miami,36,10398.53,REG-36747
Chevrolet,Malibu,Hybrid,CUST1576,New York,48,6753.13,REG-32501
Toyota,Rav4,Electric,CUST2874,Dallas,58,4294.87,REG-32644
BMW,X3,Petrol,CUST8837,New York,33,38173.49,REG-80201
Toyota,Camry,Petrol,CUST2503,Houston,32,64882.02,REG-50282
Nissan,Sentra,Petrol,CUST8310,San Francisco,47,18171.32,REG-96634
Nissan,Murano,Petrol,CUST3581,New York,51,78725.17,REG-79660
Hyundai,Santa Fe,Hybrid,CUST1785,Seattle,51,48137.57,REG-65145
Audi,A4,Hybrid,CUST1121,Houston,22,4484.29,REG-29888
Audi,Q5,Petrol,CUST7565,Seattle,51,24656.32,REG-43960
Audi,Q5,Petrol,CUST9267,Dallas,28,61887.22,REG-68856
Honda,Accord,Petrol,CUST3759,Dallas,61,43650.74,REG-63019
Nissan,Rogue,Petrol,CUST9207,Miami,21,10062.61,REG-90528
Audi,A3,Petrol,CUST3271,New York,53,20549.89,REG-48952
Kia,Soul,Hybrid,CUST5636,Boston,32,70832.3,REG-74951
Audi,Q7,Electric,CUST1361,Denver,36,75418.03,REG-57850
Toyota,Rav4,Electric,CUST7887,Houston,70,79952.03,REG-14975
Kia,Seltos,Electric,CUST8331,New York,33,46297.63,REG-11457
Chevrolet,Tahoe,Petrol,CUST7317,New York,18,41146.64,REG-78217
Nissan,Rogue,Hybrid,CUST5427,Boston,30,44955.57,REG-52591
Chevrolet,Tahoe,Hybrid,CUST4348,Boston,48,30657.23,REG-88796
Chevrolet,Tahoe,Petrol,CUST1186,Los Angeles,49,51739.35,REG-65195
Hyundai,Tucson,Diesel,CUST2662,Miami,43,59041.23,REG-33157
Honda,Pilot,Diesel,CUST2848,Miami,21,18198.31,REG-66695
Hyundai,Sonata,Diesel,CUST5969,New York,19,15635.3,REG-37785
Nissan,Altima,Diesel,CUST8465,New York,61,35212.78,REG-21005
Hyundai,Santa Fe,Electric,CUST6719,Dallas,63,14145.74,REG-73148
Audi,Q5,Hybrid,CUST9064,Dallas,19,21762.8,REG-60185
Nissan,Altima,Diesel,CUST9848,San Francisco,43,18071.56,REG-25319
Hyundai,Elantra,Hybrid,CUST8371,Boston,55,9061.03,REG-76745
Toyota,Rav4,Petrol,CUST8315,Los Angeles,26,34846.52,REG-86346
Toyota,Corolla,Petrol,CUST7496,San Francisco,19,25126.75,REG-87135
Kia,Soul,Petrol,CUST8436,San Francisco,50,18400.12,REG-61348
Honda,CR-V,Hybrid,CUST5496,Houston,50,13791.95,REG-88435
Honda,CR-V,Diesel,CUST9896,Denver,68,51425.34,REG-86488
Audi,A3,Diesel,CUST1447,Dallas,66,75597.36,REG-35256
BMW,X3,Diesel,CUST3857,Dallas,23,77648.42,REG-24907
Chevrolet,Malibu,Electric,CUST8988,Dallas,19,22315.75,REG-87595
BMW,X5,Petrol,CUST4185,Chicago,20,11962.21,REG-43755
Kia,Sportage,Petrol,CUST7779,Denver,34,63553.02,REG-89498
BMW,3 Series,Hybrid,CUST6753,Miami,68,15579.25,REG-80143
Honda,Accord,Electric,CUST8729,Dallas,53,83547.24,REG-46404
Kia,Seltos,Hybrid,CUST6792,Los Angeles,22,30185.65,REG-46801
Honda,Civic,Diesel,CUST3610,Houston,19,21385.19,REG-82746
Toyota,Camry,Petrol,CUST7414,Miami,39,13430.19,REG-76522
Toyota,Rav4,Petrol,CUST2501,Denver,25,4658.81,REG-43829
Audi,A4,Petrol,CUST4226,New York,43,27675.74,REG-34908
Hyundai,Elantra,Hybrid,CUST4985,Seattle,59,48186.68,REG-56075
Hyundai,Santa Fe,Diesel,CUST7414,Miami,39,52346.15,REG-75603
Mercedes,GLA,Hybrid,CUST9672,Houston,47,64488.15,REG-70244
Hyundai,Sonata,Petrol,CUST2381,New York,35,60286.83,REG-68501
Toyota,Corolla,Petrol,CUST6007,San Francisco,25,62502.29,REG-72352
BMW,X5,Electric,CUST1928,Dallas,45,77371.59,REG-86230
Honda,Pilot,Petrol,CUST7336,Houston,19,2089.8,REG-81669
Ford,Explorer,Diesel,CUST6671,Denver,70,81808.48,REG-79529
Chevrolet,Traverse,Hybrid,CUST2224,Chicago,43,19374.18,REG-78730
BMW,X3,Diesel,CUST8446,Boston,32,38128.75,REG-11460
Chevrolet,Traverse,Diesel,CUST1702,Seattle,23,60964.42,REG-35916
Honda,CR-V,Diesel,CUST3953,Chicago,41,77724.83,REG-85002
Chevrolet,Equinox,Diesel,CUST4734,Miami,43,38513.4,REG-28880
Kia,Soul,Hybrid,CUST6015,Dallas,63,65379.72,REG-69035
Chevrolet,Traverse,Electric,CUST8184,San Francisco,65,71072.89,REG-87978
Chevrolet,Malibu,Petrol,CUST9961,New York,58,58876.8,REG-91338
Audi,Q5,Petrol,CUST6130,Dallas,42,78545.26,REG-91197
Audi,A4,Diesel,CUST5963,San Francisco,20,69515.76,REG-85640
Mercedes,GLC,Electric,CUST9684,Houston,54,37714.37,REG-56577
Mercedes,E-Class,Diesel,CUST4776,Boston,46,3576.42,REG-23895
Mercedes,E-Class,Diesel,CUST7400,Boston,26,33977.43,REG-63258
Honda,Accord,Electric,CUST4518,San Francisco,26,3595.98,REG-38645
Toyota,Highlander,Diesel,CUST1400,Boston,50,34740.94,REG-89872
Audi,A4,Electric,CUST2066,Miami,58,73615.54,REG-29364
Toyota,Corolla,Hybrid,CUST1076,Chicago,40,15261.09,REG-52311
Ford,Focus,Hybrid,CUST2054,New York,34,19131.03,REG-37879
Hyundai,Sonata,Electric,CUST8507,Chicago,64,35497.71,REG-91370
Mercedes,GLA,Electric,CUST5613,Miami,35,70063.48,REG-70658
Toyota,Corolla,Petrol,CUST3429,New York,19,78654.07,REG-14644
Chevrolet,Traverse,Electric,CUST8852,San Francisco,42,45129.18,REG-80454
Audi,Q7,Electric,CUST1187,Chicago,64,56920.06,REG-57859
Ford,Fusion,Hybrid,CUST8945,Boston,25,58093.6,REG-77698
Kia,Sorento,Electric,CUST5478,Boston,69,28115.69,REG-31638
Honda,Civic,Petrol,CUST6992,San Francisco,66,84356.81,REG-52930
Honda,Pilot,Diesel,CUST5831,Denver,45,72364.99,REG-72333
Hyundai,Sonata,Hybrid,CUST8766,Miami,52,78226.45,REG-27383
Toyota,Highlander,Petrol,CUST7841,Dallas,32,82414.96,REG-56743
Ford,Escape,Petrol,CUST4280,Chicago,42,51091.89,REG-48632
Nissan,Murano,Electric,CUST7194,Denver,33,70163.85,REG-47910
Mercedes,E-Class,Diesel,CUST8325,Denver,25,27526.34,REG-21709
Honda,Pilot,Electric,CUST3658,San Francisco,32,17838.72,REG-84248
Ford,Explorer,Petrol,CUST2895,Dallas,70,62531.59,REG-53760
Audi,A4,Hybrid,CUST7801,Boston,36,30620.21,REG-62767
Toyota,Camry,Hybrid,CUST2948,Houston,61,76007.46,REG-58254
BMW,X5,Petrol,CUST7427,Los Angeles,41,52832.86,REG-46546
Chevrolet,Tahoe,Hybrid,CUST5036,Los Angeles,58,59471.61,REG-12959
BMW,X3,Hybrid,CUST1186,Seattle,19,62502.24,REG-14440
Nissan,Sentra,Diesel,CUST3632,Chicago,53,43466.62,REG-71161
BMW,5 Series,Diesel,CUST1912,Dallas,33,77050.26,REG-71992
Audi,Q5,Diesel,CUST9687,Seattle,39,82138.9,REG-69890
Audi,A4,Hybrid,CUST4545,Houston,31,51642.01,REG-73246
BMW,X5,Electric,CUST2008,Denver,32,62432.27,REG-14753
Ford,Fusion,Electric,CUST4128,Dallas,55,7991.62,REG-91048
Nissan,Altima,Hybrid,CUST4173,Chicago,29,63351.07,REG-27057
Kia,Seltos,Petrol,CUST9576,Houston,40,39313.64,REG-97483
BMW,5 Series,Petrol,CUST1831,Houston,37,13114.7,REG-66649
Ford,Fusion,Petrol,CUST4553,San Francisco,53,74668.69,REG-23877
Audi,Q7,Diesel,CUST6366,San Francisco,44,73682.53,REG-63912
Mercedes,GLC,Electric,CUST6682,Dallas,21,15220.72,REG-50015
Kia,Sorento,Electric,CUST8467,Los Angeles,43,33758.92,REG-92947
Ford,Explorer,Petrol,CUST2774,Los Angeles,57,77459.79,REG-46202
Audi,Q7,Hybrid,CUST3054,Houston,57,72470.99,REG-57034
Toyota,Camry,Petrol,CUST3463,Chicago,39,43516.8,REG-92629
Ford,Escape,Petrol,CUST7207,Chicago,68,63224.65,REG-13138
Nissan,Altima,Petrol,CUST8141,Dallas,51,32098.01,REG-56257
Audi,A4,Hybrid,CUST2132,San Francisco,36,73986.69,REG-49780
BMW,5 Series,Hybrid,CUST3486,Boston,61,47703,REG-66820
BMW,3 Series,Diesel,CUST1728,Miami,54,78691.14,REG-32172
Ford,Escape,Hybrid,CUST7187,Chicago,27,13146.56,REG-46392
Hyundai,Elantra,Petrol,CUST4306,New York,45,41196.7,REG-68478
Toyota,Rav4,Hybrid,CUST9790,New York,62,67563.92,REG-19420
Kia,Sorento,Hybrid,CUST1331,Miami,34,60960.7,REG-41334
Toyota,Corolla,Electric,CUST1777,Chicago,35,47097.38,REG-39519
Hyundai,Elantra,Electric,CUST1061,Boston,36,80796.25,REG-16373
Audi,A3,Hybrid,CUST2420,Miami,40,62974.34,REG-21500
Audi,A4,Electric,CUST3738,San Francisco,70,4970.18,REG-83581
Ford,Explorer,Diesel,CUST3747,Seattle,66,12246.37,REG-80255
Honda,Accord,Electric,CUST9395,Los Angeles,20,65176.94,REG-47237
Hyundai,Elantra,Diesel,CUST6212,Los Angeles,44,17138.16,REG-57827
Honda,Accord,Petrol,CUST2480,Miami,49,82794.35,REG-97977
Ford,Explorer,Hybrid,CUST3200,Houston,37,64311.97,REG-79782
Toyota,Rav4,Electric,CUST8101,Los Angeles,56,21460.36,REG-27593
Honda,Accord,Electric,CUST6730,Dallas,52,55807.17,REG-85950
Mercedes,GLC,Petrol,CUST1227,Dallas,47,38501.32,REG-59716
Nissan,Sentra,Diesel,CUST2352,Dallas,38,25131.95,REG-34195
Mercedes,C-Class,Electric,CUST7798,New York,45,72672.44,REG-29528
Kia,Soul,Hybrid,CUST2093,Seattle,20,33323.83,REG-23350
Kia,Seltos,Petrol,CUST8462,Los Angeles,25,67445.15,REG-50279
Toyota,Camry,Petrol,CUST6309,Chicago,36,43629.04,REG-92608
Kia,Sorento,Electric,CUST7483,Boston,23,66766.44,REG-58547
Kia,Sportage,Electric,CUST3855,Dallas,45,78671.04,REG-66533
Audi,Q7,Electric,CUST2347,Chicago,53,77135.17,REG-18031
BMW,5 Series,Hybrid,CUST4512,Seattle,63,59261.53,REG-54109
Toyota,Highlander,Petrol,CUST7085,Denver,21,13361.27,REG-46876
Toyota,Camry,Diesel,CUST6557,Denver,28,7108.42,REG-26422
Toyota,Highlander,Hybrid,CUST4513,San Francisco,60,11613.81,REG-74525
Kia,Sorento,Hybrid,CUST5228,Miami,60,55799.97,REG-55120
Toyota,Rav4,Petrol,CUST1027,Chicago,38,83105.8,REG-32835
Honda,Civic,Hybrid,CUST5293,Houston,58,34447.65,REG-13855
Kia,Sportage,Diesel,CUST9939,Dallas,63,29727.37,REG-84165
Kia,Soul,Diesel,CUST8242,Miami,30,12270.08,REG-46183
Honda,Accord,Hybrid,CUST7141,Boston,60,65046.32,REG-36287
Nissan,Rogue,Diesel,CUST3358,Houston,48,65885.02,REG-11181
Mercedes,C-Class,Diesel,CUST5112,Chicago,70,54659.63,REG-14853
BMW,5 Series,Petrol,CUST8147,Chicago,44,76722.47,REG-18570
Audi,A4,Petrol,CUST4357,Dallas,69,65708.76,REG-32464
Mercedes,GLC,Electric,CUST9128,Denver,60,84932.76,REG-31823
Toyota,Camry,Electric,CUST4211,Denver,24,25893.41,REG-88853
Kia,Sportage,Petrol,CUST3221,San Francisco,48,51289.06,REG-28619
BMW,5 Series,Petrol,CUST9507,Boston,59,35213.85,REG-70811
BMW,X3,Petrol,CUST2748,Miami,38,58873.76,REG-53566
Kia,Sorento,Hybrid,CUST5751,Houston,31,17351.06,REG-40775
Hyundai,Sonata,Electric,CUST8432,Houston,35,32928.88,REG-66075
Hyundai,Elantra,Hybrid,CUST5525,Miami,42,30929.7,REG-20839
Chevrolet,Malibu,Diesel,CUST1242,Dallas,32,18434.84,REG-78722
Kia,Sportage,Petrol,CUST3995,Los Angeles,38,29117.33,REG-39047
Toyota,Camry,Diesel,CUST5142,Denver,23,56547.87,REG-16153
Nissan,Altima,Petrol,CUST5668,Denver,25,7445.91,REG-67103
Chevrolet,Malibu,Petrol,CUST2660,Seattle,68,78618.72,REG-30553
Nissan,Murano,Hybrid,CUST9052,Miami,31,32205.53,REG-25462
